Patrones: PayasoLanderANN
Salidas: GiroD, Nula, GiroI, ImpGiroD, Impulso, ImpGiroI
Entradas: Px, Py, Vx, Vy, Ang, Vv
-1.644099,-23.838985,0.829198,23.011452,-1.013170,0,4
-1.598481,-22.708512,0.440789,18.874657,7.555054,0,1
-1.559582,-21.129901,0.410845,25.538513,12.020094,0,0
-1.536897,-19.931569,0.394656,29.480313,3.582016,0,1
-1.496621,-17.467388,0.555162,33.489700,-7.064649,0,5
-1.461670,-16.494469,0.917574,28.776877,-3.418190,0,4
-1.406596,-15.398304,0.963590,25.212109,0.906539,0,1
-1.232066,-10.569425,0.644920,35.868374,7.261951,0,4
-1.278415,-7.843452,-1.006848,24.487663,8.417151,0,1
-1.323637,-7.018580,-1.204370,24.983461,8.615528,0,4
-1.389884,-6.283979,-1.617588,23.059461,8.760076,0,1
-1.415965,-6.052085,-1.833649,21.577598,8.799087,0,4
-1.587128,-5.103221,-2.650921,16.940092,8.941944,0,1
-1.808006,-3.802625,-2.734608,20.785830,9.038620,0,4
-1.849532,-3.595066,-2.921394,19.325930,8.116710,0,3
-2.063479,-2.790672,-2.804723,12.239026,-6.483241,0,4
-2.134400,-2.546843,-2.499214,12.001524,-12.283847,0,1
-2.297998,-1.749926,-1.790722,15.131004,-22.449316,0,4
16.345112,-23.203164,0,0,0,0,1
16.345112,-23.199684,0,0.639224,0.239673,0,2
16.343700,-23.173323,-0.098948,0.595282,3.730347,0,5
16.332767,-23.200436,-0.505506,-1.888998,9.112802,0,4
15.326149,-25.139758,-8.153850,-16.836215,27.897822,0,1
14.987383,-25.588493,-7.911672,-12.612671,29.978452,0,2
13.825863,-26.125873,-7.083623,1.851819,81.799567,0,1
13.403131,-25.928482,-8.979431,5.474789,99.779363,0,4
12.330046,-25.644273,-19.205068,5.206470,100,0,3
8.728941,-25.204653,-33.297855,4.693990,74.744042,0,0
2.599068,-23.198474,-28.927372,20.575683,-25.553008,0,1
1.410252,-22.495353,-26.953258,21.425994,-43.578611,0,4
-0.615903,-21.196552,-15.136833,14.711915,-69.822425,0,3
-1.093825,-20.764386,-9.240600,12.904010,-81.738831,0,5
-1.342350,-20.364018,-5.156184,13.102063,-84.392449,0,2
-1.627146,-19.684179,-4.953010,17.536143,-76.457401,0,1
-1.967599,-18.574316,-4.710263,22.836958,-66.820997,0,2
-2.353556,-16.883521,-4.434619,28.843946,-41.470473,0,1
-2.588907,-15.570522,-3.558477,30.255243,-27.060688,0,4
-2.682457,-12.877066,0.876215,15.419680,-7.357035,0,1
-2.574934,-10.904171,0.894822,22.414226,-3.556225,0,3
-2.523514,-10.280381,1.427545,18.050168,-9.253763,0,4
-2.475313,-9.911283,1.686819,17.729721,-12.711020,0,1
-2.352505,-8.818613,2.093858,20.551404,-18.720466,0,4
-1.859269,-7.559919,5.717919,12.218736,-23.657326,0,1
-0.912863,-4.932069,5.068277,25.717999,-24.317712,0,2
-0.798819,-4.527857,5.521079,24.628421,-21.127672,0,5
-0.534076,-3.830446,6.484755,20.251050,-11.063610,0,4
0.029258,-2.825850,6.511585,14.246019,2.891782,0,1
0.386431,-2.123590,6.035510,16.139215,8.349172,0,4
62.238560,-33.383855,0,0,0,0,1
62.238560,-33.369894,0,1.280370,0.961577,0,2
62.232460,-33.131935,-0.431915,4.891972,16.540962,0,5
60.744099,-33.352210,-17.977702,-4.233970,100,0,4
59.842056,-33.471937,-21.725154,-2.845072,100,0,1
58.613759,-33.471356,-23.045307,0.950631,100,0,4
52.625157,-33.356946,-45.150904,0.842626,100,0,3
48.332273,-33.311997,-52.665720,1.419193,83.620323,0,0
46.134593,-33.186785,-51.101496,5.116681,68.766688,0,1
42.609270,-32.745793,-49.877618,8.868189,51.323273,0,4
40.428312,-32.527490,-51.877925,5.729810,43.561518,0,3
35.182653,-32.444040,-52.762706,-2.510932,9.218814,0,4
34.434271,-32.457189,-52.235079,-1.214687,4.369597,0,1
24.209466,-31.125511,-44.157979,14.141621,-29.816978,0,4
16.588897,-30.401372,-25.274946,-1.860110,-37.053860,0,1
12.574853,-29.638261,-21.417295,10.304739,-38.235331,0,4
10.433902,-29.172951,-10.951652,1.543393,-38.537828,0,1
9.390279,-28.692459,-10.207655,9.978462,-37.688454,0,2
8.285324,-27.404048,-9.419060,18.908593,-7.308723,0,1
7.143252,-25.082706,-8.604473,28.138600,19.770561,0,2
7.013206,-24.795615,-9.126913,26.667365,23.209838,0,5
6.728694,-24.271704,-10.412522,23.865217,29.853419,0,3
5.651322,-23.014537,-13.608524,18.233881,24.583379,0,0
5.270176,-22.588173,-13.337714,20.380980,17.784580,0,1
4.356623,-21.335686,-12.684034,25.521024,5.079778,0,0
3.652640,-20.131119,-12.184232,29.489883,-11.192084,0,1
2.665383,-18.055661,-10.725691,32.681440,-28.491610,0,4
2.400219,-17.403930,-8.926197,29.793985,-31.297191,0,5
2.184518,-16.809711,-7.144079,26.954165,-30.991673,0,4
1.889638,-15.776856,-4.534637,23.870745,-30.545358,0,1
1.293501,-12.670746,-3.316859,31.179948,-29.991767,0,4
1.257771,-12.354058,-2.534528,29.732222,-29.044614,0,5
1.206923,-11.738439,-1.786988,29.266256,-24.735462,0,2
1.132499,-10.737351,-1.733913,32.129667,-14.305770,0,1
0.875695,-6.346150,-1.730859,39.418294,6.825565,0,4
-0.100933,-1.684951,-6.152955,16.305488,14.884926,0,1
9.211540,-61.272253,0,0,0,0,1
9.211540,-55.582991,0,32.698211,0,0,1
9.211540,-49.678721,0,44.912247,0.948263,0,2
9.205421,-47.181264,-0.432165,46.379015,16.506493,0,5
9.082796,-45.355459,-3.424254,40.047057,36.554143,0,3
8.945634,-44.553593,-5.417004,37.230355,42.794070,0,5
8.101220,-42.431942,-13.652340,30.518998,72.075051,0,3
7.670120,-41.785355,-15.129889,30.666363,76.783434,0,0
4.886613,-36.169143,-13.144028,43.117574,24.471718,0,1
4.513534,-35.244068,-13.263377,42.279959,14.516454,0,4
3.757019,-33.613633,-13.273062,35.691036,0.906559,0,5
3.021578,-32.254973,-12.811051,29.326383,1.687802,0,4
2.662511,-31.650003,-12.619348,28.771421,3.132088,0,1
1.965007,-30.315218,-12.122095,32.591498,4.321405,0,0
0.652438,-27.176277,-11.185599,39.778109,-23.795108,0,1
-0.100713,-24.939428,-9.608624,41.702847,-40.537399,0,4
-0.220266,-24.508547,-8.441889,40.268834,-42.028924,0,5
-0.410302,-23.689891,-6.108735,37.451827,-42.822135,0,4
-0.480404,-23.306119,-4.977966,36.068409,-42.241876,0,5
-0.618668,-21.305843,0.303364,27.494537,-24.166764,0,4
-0.614452,-21.003960,0.300330,28.464945,-20.846381,0,1
-0.573761,-17.412591,0.295187,35.214838,-0.888210,0,4
-0.582074,-14.537900,-0.458374,22.372265,5.950470,0,1
-0.661693,-10.458373,-0.518286,33.752276,8.691320,0,4
-0.671786,-10.116815,-0.718390,32.176735,7.872399,0,3
-0.724448,-8.906562,-0.906790,25.965884,-2.135460,0,4
-0.746270,-8.372720,-0.766601,25.452412,-6.924177,0,1
-0.763710,-7.819174,-0.465052,24.947749,-10.826610,0,4
-0.570603,-6.080874,2.937979,14.750119,-20.941639,0,1
-0.291036,-4.652090,2.738388,22.275651,-23.368971,0,2
-0.207085,-4.166830,3.198371,21.879281,-19.673396,0,5
-0.042454,-3.557934,4.135327,17.581317,-9.982582,0,4
0.015866,-3.356995,4.093974,18.669365,-7.075794,0,1
0.241336,-2.471815,3.883286,20.357101,1.864584,0,4
4.931853,-50.738680,0,0,0,0,1
4.931853,-45.051687,0,32.703973,0,0,1
4.931853,-35.576560,0,47.867088,0,0,4
4.931506,-32.887167,-0.024460,37.713481,0.928353,0,5
4.743671,-29.980888,-3.180149,26.477352,38.331845,0,2
4.654801,-29.381508,-3.116864,28.455064,50.413062,0,1
4.568290,-28.744991,-3.054839,30.376352,59.208137,0,0
4.158449,-24.947061,-2.762742,39.495274,43.494847,0,1
3.922008,-22.251024,-3.313004,42.116562,27.425307,0,4
3.053103,-18.664403,-7.960598,26.600047,16.459796,0,5
2.541709,-17.682697,-9.801957,20.849819,24.570757,0,4
2.401730,-17.443783,-9.703938,21.921126,25.809267,0,0
1.479988,-15.503509,-9.044704,28.945296,11.183087,0,1
-0.069894,-10.595740,-7.643153,38.281494,-11.092831,0,4
-0.763484,-7.738421,-4.655334,28.950012,-15.592143,0,1
-1.044064,-6.255222,-3.990487,30.614114,-16.763897,0,4
-1.162211,-3.418810,2.153448,11.990094,-17.273560,0,5
-0.977461,-2.963648,3.058485,9.785869,-5.747891,0,1
-0.670395,-1.823924,2.626004,15.648055,7.470785,0,4
-53.772808,-41.390107,0,0,0,0,1
-53.772808,-39.437570,0,19.740320,-0.937778,0,0
-53.768356,-38.507172,0.317183,21.440938,-12.194922,0,3
-53.672171,-37.738043,2.768413,15.971930,-31.384991,0,4
-51.431124,-36.520504,19.814447,2.514996,-65.221026,0,3
-49.706412,-36.477871,27.598112,-0.078243,-83.810034,0,4
-48.855198,-36.487714,31.035370,-0.572362,-89.767139,0,5
-42.557138,-36.743845,45.694639,-2.876249,-59.600697,0,2
-41.282258,-36.764280,44.785316,-0.318818,-48.225231,0,1
-37.598273,-36.532316,42.827996,4.628012,-25.506012,0,4
-33.932128,-36.511613,43.070669,-2.736318,-14.360359,0,3
-30.269660,-36.922441,42.939183,-7.153456,-27.448003,0,1
-26.182148,-37.068324,40.022125,1.864108,-41.035245,0,2
-21.840400,-36.469213,37.381205,8.956786,-17.235288,0,5
-19.246736,-36.201523,35.481919,2.398524,12.620393,0,4
-17.809926,-36.176160,33.393547,1.232461,26.808560,0,1
-15.515699,-35.913235,31.756931,7.329514,41.549598,0,0
-13.333735,-35.333756,30.200525,13.128209,36.141634,0,1
-10.858421,-34.243640,28.433195,19.705634,27.093341,0,0
-9.285555,-33.310547,26.951380,21.370233,13.532641,0,4
-7.654590,-32.480192,25.165954,15.000535,3.546336,0,5
-5.803327,-31.865309,22.553062,7.417434,13.424298,0,4
-4.896029,-31.682975,21.021021,6.075440,19.760108,0,1
-1.027377,-29.485552,18.261924,21.772586,33.858847,0,2
-0.282318,-28.744944,16.630266,22.567907,42.378616,0,5
0.683544,-27.534827,7.162951,16.689257,71.752826,0,3
0.824569,-26.726642,-0.213892,15.210738,75.587113,0,0
0.807012,-25.505325,-0.201375,21.678453,54.811402,0,1
0.793205,-24.184080,-0.191506,26.761836,38.950667,0,0
0.777494,-22.247574,-0.180299,32.548440,9.344250,0,1
0.771208,-21.170609,-0.088744,32.803493,-3.279816,0,4
0.938894,-18.787566,2.477736,23.936014,-23.433396,0,1
1.091530,-17.511259,2.356303,28.308545,-27.765537,0,2
1.315938,-15.105316,2.196228,34.920333,-7.535327,0,1
1.492928,-12.688043,1.833792,37.721828,8.863552,0,4
1.542062,-10.623335,-0.459594,28.334571,16.639588,0,3
1.438936,-9.347422,-1.891217,20.883100,6.028459,0,4
1.328159,-8.580727,-1.921537,17.617011,-2.541770,0,1
1.145181,-6.944347,-1.790998,24.954855,-10.112424,0,2
1.097868,-6.404097,-1.562659,24.449408,-7.307388,0,5
1.016604,-5.518342,-1.549339,18.555582,5.714030,0,4
0.966233,-5.135884,-1.749748,18.222488,11.670626,0,1
0.862388,-4.273098,-2.213394,19.963293,20.262572,0,4
-0.059117,-2.829594,-8.648740,8.208797,31.560070,0,1
-0.301290,-2.615439,-8.476630,10.554744,31.620047,0,0
-0.884252,-1.867634,-8.061191,16.201412,18.677269,0,1
-25.223322,-22.943084,0,0,0,0,1
-25.223322,-22.973323,0,-1.884352,0,0,4
-25.222982,-23.145227,0.024084,-6.151491,-0.918810,0,3
-25.080268,-24.113925,3.197539,-15.031998,-31.375856,0,4
-23.996149,-25.951639,13.394987,-21.831933,-58.441257,0,3
-23.580734,-26.413268,14.631452,-20.889799,-65.835766,0,0
-22.539561,-27.318373,16.030415,-15.148220,-91.947231,0,4
-21.361103,-27.949714,23.874617,-14.625145,-100,0,5
-18.796521,-28.848246,32.939328,-12.669700,-92.438653,0,2
-16.980433,-29.243451,31.641387,-7.229242,-75.715293,0,1
-15.229595,-29.412156,30.394590,-1.985383,-61.667806,0,2
-12.729225,-29.256346,28.615903,5.504952,-30.384414,0,1
-7.826818,-27.398717,24.963412,17.683385,5.610594,0,4
-5.532669,-26.464715,21.851136,10.523531,12.035393,0,1
-3.740282,-25.534935,20.572411,17.259503,15.717523,0,2
-2.052683,-24.187595,19.368516,23.601659,36.654272,0,1
-0.483254,-22.469840,16.862869,27.451124,54.812585,0,5
0.232791,-21.401565,9.975346,23.635890,70.936153,0,3
0.456121,-19.683046,-3.794661,17.119952,62.509614,0,4
-0.081131,-18.902039,-9.073944,14.314840,50.913148,0,0
-1.064645,-17.256211,-8.372933,22.922660,11.657347,0,1
-1.965240,-14.931493,-7.291327,28.370120,-16.605326,0,4
-2.421701,-12.345518,2.177052,10.745423,-31.525698,0,5
-2.277780,-12.054455,3.601417,9.452548,-25.535855,0,2
-2.177116,-11.814482,3.529749,11.769505,-19.071969,0,1
-1.571907,-9.140924,3.059761,23.195312,1.431561,0,4
-1.311663,-7.812583,2.313800,15.600249,5.083511,0,1
-0.946092,-4.952892,1.854291,25.590885,7.481982,0,4
-0.849273,-3.046947,-0.090059,13.716143,8.097324,0,1
48.971299,-16.550877,0,0,0,0,1
48.971299,-16.564541,0,-1.266650,0,0,4
48.970941,-17.142037,-0.025061,-10.885442,0.943490,0,5
47.839629,-20.383974,-12.633535,-21.764598,87.164672,0,1
46.775875,-21.466080,-14.073109,-14.420330,100,0,4
42.734475,-23.065269,-35.364551,-12.911072,100,0,3
37.200749,-24.310358,-47.637874,-12.379699,68.890374,0,0
32.662824,-24.832279,-44.401611,-3.002152,22.209938,0,1
30.204103,-24.851437,-42.699573,-0.451776,1.795594,0,4
29.611536,-24.869366,-42.242712,-1.691642,-1.145790,0,5
25.602702,-25.360824,-39.300043,-10.113816,5.346582,0,4
23.955793,-25.730297,-38.574861,-11.000438,11.386320,0,1
19.278744,-26.148946,-35.238801,0.816415,20.455825,0,0
15.462025,-25.609318,-32.516416,10.459399,-6.354888,0,1
11.109446,-23.852444,-28.560096,19.089867,-32.564407,0,4
9.034799,-22.907821,-21.391675,11.684182,-38.147236,0,5
7.520449,-22.401728,-16.145358,6.868794,-22.122326,0,1
4.157482,-19.608693,-13.833751,21.987606,3.279608,0,4
3.767764,-19.185711,-13.749722,19.055922,3.456771,0,3
3.007505,-18.522355,-13.055296,13.350359,-5.256881,0,4
2.824565,-18.367580,-12.924743,14.472650,-7.523986,0,1
0.298525,-14.709776,-10.499708,27.594546,-23.720839,0,4
0.160631,-14.430155,-9.743052,26.148940,-25.065753,0,3
-0.267508,-13.459211,-6.117973,20.725668,-36.664193,0,4
-0.391006,-13.055353,-3.903202,18.267303,-41.954190,0,5
-0.449343,-12.244491,0.441312,14.662610,-37.442415,0,2
-0.443154,-12.075696,0.436899,15.772645,-35.134879,0,1
-0.357396,-8.194694,0.375759,31.156762,-17.698716,0,2
-0.329536,-6.240423,0.336267,32.637559,0.534045,0,4
-0.433638,-3.942707,-2.340859,19.719294,18.317201,0,3
-0.733910,-2.964212,-3.931137,13.873353,3.933970,0,0
-0.788984,-2.803936,-3.891825,14.990150,0.271840,0,1
0.996780,-85.640528,0,0,0,0,1
0.996780,-79.951033,0,32.701872,0,0,1
0.996780,-65.250867,0,56.889620,0,0,1
0.996780,-47.064199,0,70.196995,0,0,4
0.996780,-40.648538,0,53.976998,0,0,1
0.996780,-35.785401,0,57.010815,0,0,4
0.996780,-26.556145,0,20.391117,0,0,1
0.996780,-19.998333,0,37.030228,0,0,4
0.996780,-15.885848,0,15.385130,0,0,1
0.996780,-9.901756,0,33.858179,0,0,4
0.996780,-6.287150,0,12.693270,0,0,1
0.996780,-3.489079,0,24.000749,0,0,4
30.946986,-69.205058,0,0,0,0,1
30.946986,-68.193583,0,14.277360,0.930580,0,2
30.930880,-66.052305,-1.135933,22.688002,44.732255,0,5
30.843233,-65.603225,-3.799085,20.531362,57.311535,0,4
30.405980,-64.816314,-10.208934,17.276804,74.892069,0,3
29.610568,-64.125695,-15.150430,16.438429,75.780779,0,0
28.979830,-63.528517,-14.700447,19.681744,68.550483,0,1
24.385979,-54.886534,-12.638957,41.019866,47.962333,0,4
23.758084,-53.656880,-15.855449,36.993142,48.445896,0,5
20.931254,-50.632217,-28.118899,27.928316,83.242025,0,3
16.328019,-48.199766,-40.596027,24.248808,73.700671,0,0
12.997337,-46.418947,-38.220354,30.182308,40.939917,0,1
8.848603,-43.496757,-35.586919,35.053444,12.118898,0,4
7.847516,-42.798840,-35.323935,31.880591,7.107208,0,3
4.980370,-41.098293,-32.002823,22.773234,-20.552712,0,4
4.097228,-40.624716,-30.722243,22.442100,-29.068392,0,1
0.379937,-37.986280,-28.065299,31.346413,-51.966845,0,0
-1.149424,-36.562852,-25.304593,33.155285,-68.046851,0,3
-1.622723,-36.051808,-22.415962,32.034180,-74.508454,0,4
-2.045927,-35.554729,-19.225780,30.709047,-79.056459,0,5
-3.277428,-32.472426,-0.988072,23.389172,-51.272173,0,1
-3.476680,-27.078772,-0.382923,36.101389,-17.462582,0,4
-3.439310,-25.701282,1.229694,29.857657,-13.874268,0,5
-3.291830,-24.098834,1.718343,23.314428,8.012986,0,1
-3.083624,-21.376036,1.569736,32.158052,30.242289,0,0
-2.934190,-18.694360,1.463097,38.505279,13.129747,0,1
-2.854186,-16.981957,1.350530,39.427090,2.090167,0,4
-2.747118,-15.133737,1.743016,31.349371,-6.384204,0,5
-2.555847,-13.220038,1.755823,23.232525,9.848085,0,1
-2.343122,-10.505136,1.603974,32.081275,27.836160,0,0
-2.330619,-10.172995,0.870016,30.588549,27.252014,0,3
-2.506201,-7.856502,-1.515561,16.768515,-9.654775,0,4
-2.534538,-7.588380,-1.328823,17.065493,-15.913372,0,1
-2.648549,-6.011296,-0.339615,22.097236,-34.978935,0,4
-2.640279,-5.788746,0.583777,20.793907,-35.783391,0,5
-2.105020,-4.389278,5.780745,11.426415,-8.874989,0,1
-1.751216,-3.743601,5.302188,12.786379,6.331597,0,4
-1.357529,-3.148066,2.571707,5.380424,19.928201,0,1
-1.250440,-2.898659,2.495324,8.952291,22.069443,0,0
-1.078983,-2.234916,2.373029,14.671172,10.797273,0,1
-54.199845,-28.589610,0,0,0,0,1
-54.199845,-27.605886,0,11.750050,0,0,4
-54.199495,-27.494529,0.024617,10.371937,-0.932307,0,3
-52.540878,-27.519189,18.653415,-5.213977,-100,0,4
-50.378811,-27.841828,30.276120,-4.908856,-100,0,5
-43.363074,-28.517421,47.747329,-5.342660,-64.872676,0,2
-42.024103,-28.590008,46.797157,-2.723071,-53.068017,0,1
-37.559553,-28.443425,44.322742,3.564226,-26.966326,0,4
-36.301187,-28.406045,44.631472,1.146184,-21.514070,0,5
-31.388885,-28.780981,41.028987,-8.481942,20.139730,0,4
-30.262842,-28.971518,39.558622,-8.228030,29.797996,0,1
-27.012291,-29.200740,37.243657,-0.395034,48.317644,0,0
-23.968657,-28.972263,34.055240,4.659611,39.054652,0,4
-22.631756,-28.894867,30.379921,1.295487,33.630868,0,5
-21.078996,-28.956287,25.563657,-3.021786,38.056803,0,4
-19.800123,-29.170273,21.487023,-4.677842,43.121531,0,1
-17.488697,-29.103753,18.619541,3.178592,47.624077,0,3
-15.824929,-29.308116,9.950592,-6.647355,13.616967,0,4
-15.424825,-29.569162,9.283572,-7.621138,1.615623,0,1
-14.055504,-29.582705,8.852714,3.847865,-20.546457,0,4
-12.794208,-29.711629,13.058156,-5.516421,-27.242250,0,3
-11.727969,-30.148546,15.882709,-8.255724,-44.656843,0,0
-11.286519,-30.282025,15.566643,-5.600604,-54.295457,0,1
-8.326208,-29.636315,13.523456,12.253367,-84.573016,0,2
-6.435428,-27.556256,12.108068,23.561553,-42.295338,0,1
-4.963900,-24.838180,11.394700,29.890755,-12.722558,0,4
-3.631947,-22.833226,11.664329,20.429107,-2.048292,0,1
-1.920663,-19.710519,10.443520,31.440364,4.417818,0,2
-1.490620,-18.668483,9.801408,31.730361,12.568102,0,5
-1.237563,-18.040342,8.655757,28.699142,20.103461,0,4
-0.932160,-17.212043,6.404316,24.388006,27.911220,0,3
-0.631523,-16.102745,3.353115,19.939116,22.876488,0,1
0.186059,-10.017060,2.770238,38.313369,9.224427,0,2
0.258420,-9.196476,2.370959,37.550628,13.065501,0,5
0.305709,-8.445189,1.418316,34.391202,18.765370,0,4
0.321352,-7.755677,0.251674,31.326849,22.466653,0,3
0.230222,-6.293009,-1.868536,26.380733,14.936761,0,0
0.204016,-6.000009,-1.849850,27.373813,12.192028,0,1
0.076291,-4.409079,-1.814307,29.670582,2.095028,0,4
-0.081301,-2.614101,-1.344508,21.638963,-5.519265,0,1
-76.540934,-17.529404,0,0,0,0,1
-76.540934,-17.543514,0,-1.287192,0,0,4
-76.540583,-17.662811,0.024712,-4.956206,-0.934706,0,3
-75.920528,-19.405210,9.421685,-17.531419,-64.943316,0,4
-75.786016,-19.580380,9.327469,-16.076640,-70.604328,0,1
-74.993434,-20.312800,10.875136,-9.196981,-93.960076,0,4
-74.090805,-20.700556,18.963259,-8.930589,-100,0,3
-72.738087,-21.073319,26.790892,-8.578688,-100,0,5
-70.946971,-21.432502,34.333332,-8.244395,-100,0,3
-69.340710,-21.690860,39.752137,-7.999528,-100,0,5
-66.841657,-22.027379,46.666547,-7.841309,-96.156685,0,4
-66.187417,-22.096996,46.199882,-6.506498,-94.845101,0,1
-63.626240,-22.232566,44.379422,-1.294069,-89.776069,0,2
-61.753017,-22.211431,44.944810,0.785087,-80.218119,0,5
-59.735666,-22.222538,48.665210,-0.988365,-66.644838,0,4
-58.331628,-22.245501,49.215317,-0.432596,-59.163369,0,1
-51.722126,-21.597162,45.502330,9.289572,-38.455454,0,4
-43.170016,-21.394888,50.368716,-4.898803,-28.220147,0,5
-39.968858,-21.750422,49.838328,-7.472933,-12.558250,0,2
