Patrones: PayasoLanderANN
Salidas: GiroD, Nula, GiroI, ImpGiroD, Impulso, ImpGiroI
Entradas: Px, Py, Vx, Vy, Ang, Vv
4.874614,-39.725422,-0.717949,13.455917,7.206541,0.000000,3
4.817472,-39.295933,-1.084507,7.975142,1.362438,0.000000,5
4.699086,-39.078427,-1.901284,0.203650,11.914126,0.000000,4
4.667189,-39.089597,-2.238371,-1.037500,13.492880,0.000000,3
4.443929,-39.339205,-3.632076,-7.054045,8.975802,0.000000,5
4.134150,-39.900924,-5.036630,-12.753310,16.505434,0.000000,4
4.057057,-40.048908,-5.447062,-13.838821,17.621382,0.000000,3
3.892072,-40.352810,-5.795198,-13.496907,16.844554,0.000000,0
36.274510,-81.111111,0.000000,0.000000,0.000000,0.000000,1
36.274510,-75.065058,0.000000,33.631988,0.000000,0.000000,1
36.274510,-60.104991,0.000000,57.581941,0.000000,0.000000,1
36.274510,-49.328840,0.000000,65.174610,0.000000,0.000000,4
36.274510,-37.046434,0.000000,15.509284,0.000000,0.000000,4
36.274163,-36.210031,-0.024432,-1.779016,0.927630,0.000000,5
36.131730,-36.819242,-3.193283,-10.986044,31.359636,0.000000,4
34.611890,-38.694945,-16.065910,-19.323395,61.596499,0.000000,5
32.793272,-40.019857,-25.561982,-21.128805,87.365504,0.000000,4
31.104925,-40.905207,-30.760605,-19.314873,100.000000,0.000000,1
28.592750,-41.821835,-28.960499,-10.863938,100.000000,0.000000,0
23.263631,-41.980142,-25.159312,7.052714,40.503612,0.000000,1
22.896287,-41.916838,-25.813361,5.887599,35.028613,0.000000,4
21.763317,-41.805164,-27.061543,2.268484,22.689983,0.000000,5
20.200740,-41.811168,-27.568997,-0.089233,21.640942,0.000000,2
19.812394,-41.798546,-27.293307,1.174050,22.713248,0.000000,1
15.454437,-40.672115,-24.962107,12.912324,29.602241,0.000000,4
13.968226,-40.253540,-27.033388,7.941431,29.607953,0.000000,3
11.575013,-40.022104,-28.513185,0.475961,10.954216,0.000000,4
10.374102,-40.060032,-27.976501,-0.740338,1.673148,0.000000,1
8.828091,-39.957750,-26.874115,4.241648,-7.837030,0.000000,0
8.457907,-39.926200,-26.313025,2.968228,-11.208905,0.000000,3
7.074441,-39.929601,-22.987110,-1.826426,-29.202822,0.000000,4
5.923070,-40.094561,-19.315919,-3.640468,-43.052854,0.000000,1
4.595885,-40.084578,-18.369247,2.695550,-52.972334,0.000000,2
4.100750,-40.010500,-16.704014,2.984683,-51.666071,0.000000,5
2.923858,-40.063737,-9.532604,-1.885001,-25.162989,0.000000,2
2.790176,-40.070259,-9.437278,-0.609376,-20.339861,0.000000,1
69.934641,-81.728395,0.000000,0.000000,0.000000,0.000000,1
69.934641,-76.041637,0.000000,32.703987,0.000000,0.000000,1
69.934641,-60.721675,0.000000,57.582352,0.000000,0.000000,1
69.934641,-53.500392,0.000000,62.187090,0.000000,0.000000,4
69.934641,-45.428704,0.000000,36.799641,0.000000,0.000000,1
69.934295,-45.052335,-0.024366,35.175327,0.925963,0.000000,5
69.658433,-42.183312,-5.234856,20.616872,43.742548,0.000000,4
68.616903,-40.942275,-14.863898,13.956903,68.301240,0.000000,3
64.674245,-39.872917,-28.139800,2.659353,29.626215,0.000000,5
61.745115,-39.998322,-30.101947,-3.016616,29.753970,0.000000,1
59.661848,-39.978066,-29.566450,0.950999,36.598945,0.000000,4
59.233407,-39.979279,-30.256626,-0.113358,38.501485,0.000000,5
56.400588,-40.195439,-35.976662,-5.358646,62.108551,0.000000,4
54.763585,-40.404867,-39.857469,-7.050599,71.971986,0.000000,3
50.327034,-41.063964,-46.934894,-8.805817,62.353133,0.000000,1
47.083769,-41.345128,-45.936655,-4.365867,52.015180,0.000000,4
46.422140,-41.401266,-46.724457,-5.247160,49.598780,0.000000,3
43.689117,-41.727135,-48.959588,-9.101422,34.666463,0.000000,4
41.596016,-42.060186,-49.017416,-9.812852,25.291460,0.000000,1
35.649658,-42.396801,-45.012537,-0.600235,8.917113,0.000000,3
32.550642,-42.626373,-42.599440,-6.704656,-9.740616,0.000000,4
30.249739,-43.009049,-39.644556,-8.764829,-22.286931,0.000000,1
27.525707,-43.265092,-37.701578,-2.177480,-31.163038,0.000000,2
27.008360,-43.300219,-36.527530,-3.282556,-30.816928,0.000000,5
22.920819,-44.129965,-29.828937,-10.934427,3.373409,0.000000,2
22.088641,-44.320256,-29.235341,-8.216640,15.060795,0.000000,1
17.413898,-44.321230,-27.188641,4.826213,50.814571,0.000000,4
17.014532,-44.279766,-28.202528,3.875481,51.295898,0.000000,3
13.392043,-44.330317,-34.090712,-4.304218,28.077112,0.000000,4
12.914081,-44.362468,-33.749805,-3.004702,24.350769,0.000000,1
10.595099,-44.319474,-32.095729,3.300306,11.543550,0.000000,2
10.140994,-44.297771,-32.071969,2.028734,11.322506,0.000000,5
7.855796,-44.386435,-32.620466,-4.035869,21.752496,0.000000,4
6.918555,-44.509040,-33.258576,-6.287180,25.504355,0.000000,3
4.018720,-45.133259,-34.175460,-10.412605,15.360883,0.000000,1
0.763825,-45.513583,-31.853762,-1.169928,1.630533,0.000000,0
-72.058824,-5.432099,0.000000,0.000000,0.000000,0.000000,1
-72.058824,-5.445541,0.000000,-1.256360,0.000000,0.000000,4
-72.058824,-11.849992,0.000000,-34.548689,0.000000,0.000000,4
-72.058824,-27.693169,0.000000,-58.933479,0.000000,0.000000,4
-72.058478,-31.629975,0.024373,-62.830992,-0.926130,0.000000,3
-71.870628,-37.934872,3.184167,-65.384864,-38.316384,0.000000,0
-71.403414,-44.325336,2.850906,-45.392041,-100.000000,0.000000,1
-71.138707,-46.874870,4.860086,-36.639576,-100.000000,0.000000,5
-69.837675,-49.520906,19.040093,-34.591150,-92.047046,0.000000,3
-67.240429,-52.034355,29.969232,-31.599258,-100.000000,0.000000,1
-58.906048,-55.499638,24.024253,-0.408313,-99.385641,0.000000,2
-56.617938,-55.160050,22.392174,8.154784,-76.086215,0.000000,1
-52.755885,-52.949951,20.857565,20.341701,-47.903577,0.000000,4
-49.519199,-51.547055,28.765612,10.010738,-42.945017,0.000000,3
-48.684953,-51.343685,29.307123,10.087219,-46.506050,0.000000,0
-48.256462,-51.246757,30.256572,9.058548,-49.388874,0.000000,3
-46.386545,-50.955204,34.824789,5.614270,-65.764677,0.000000,4
-45.367947,-50.836626,35.786636,6.145191,-72.860199,0.000000,1
-42.431962,-50.178067,33.692408,13.137953,-86.109441,0.000000,2
-40.091269,-49.315638,33.856751,16.914613,-77.111254,0.000000,5
-38.538811,-48.821829,37.798390,14.560981,-65.760389,0.000000,3
-33.653223,-47.889344,47.471077,8.392584,-74.883077,0.000000,5
-30.043813,-47.516484,52.065001,7.198642,-70.482735,0.000000,2
-28.591308,-47.324557,51.028907,9.555544,-64.368640,0.000000,1
-21.103761,-45.406873,45.688133,21.705222,-45.556169,0.000000,2
-17.954803,-44.106963,44.140458,24.383351,-26.623963,0.000000,5
-16.078008,-43.417104,44.053980,20.036755,-10.465111,0.000000,4
-14.543453,-42.955001,43.395948,16.529218,-1.699286,0.000000,3
-10.696378,-42.171874,40.881938,7.462071,-7.678473,0.000000,4
-7.826739,-41.953663,40.152479,3.536841,-16.278095,0.000000,1
-6.699992,-41.865335,39.816689,3.497308,-17.708486,0.000000,5
-4.449168,-41.822388,39.409584,1.014111,-9.919585,0.000000,2
-3.896517,-41.798193,39.015488,2.260707,-7.165700,0.000000,1
-46.895425,-5.679012,0.000000,0.000000,0.000000,0.000000,1
-46.895425,-5.692450,0.000000,-1.256172,0.000000,0.000000,4
-46.895425,-12.095254,0.000000,-34.553155,0.000000,0.000000,4
-46.895080,-26.685803,0.024364,-57.582412,-0.925907,0.000000,3
-46.798184,-31.193589,2.383698,-61.984019,-25.688893,0.000000,4
-46.642665,-33.189478,3.909338,-61.095830,-36.289978,0.000000,1
-45.923051,-40.330859,3.396221,-36.591901,-59.268568,0.000000,0
-45.571385,-42.611400,5.157783,-27.101774,-87.433110,0.000000,4
-44.773157,-44.033150,15.381996,-26.075131,-100.000000,0.000000,5
-42.504309,-45.910409,26.661776,-23.498081,-87.516203,0.000000,1
-35.089881,-47.673514,21.372896,6.085350,-62.075552,0.000000,2
-34.769283,-47.617351,22.637312,5.248678,-60.048312,0.000000,5
-32.954727,-47.460858,26.562924,2.752919,-41.327640,0.000000,1
-32.582888,-47.418339,26.297295,3.979903,-38.599826,0.000000,0
-30.775964,-47.012736,25.008466,9.942631,-39.775850,0.000000,1
-28.708073,-46.142740,24.687132,14.474920,-45.058555,0.000000,4
-26.765892,-45.544207,29.277450,9.059932,-48.438329,0.000000,3
-24.468502,-45.208690,34.769377,4.609895,-63.618098,0.000000,5
-22.909159,-45.086902,36.867042,4.368831,-65.055274,0.000000,2
-21.880630,-44.954620,36.133388,6.782084,-62.394496,0.000000,1
-18.916168,-44.256573,34.018868,13.737649,-56.153684,0.000000,2
-17.482738,-43.767914,34.197520,14.847604,-47.066926,0.000000,5
-13.391104,-42.972346,36.194988,4.752236,-2.554350,0.000000,4
-12.383477,-42.885454,35.402340,4.671920,7.582102,0.000000,1
-7.651075,-41.719585,31.076134,13.908623,36.657222,0.000000,5
-6.827968,-41.459438,28.379234,11.584363,41.939541,0.000000,3
-4.515161,-40.903637,20.584874,6.018666,30.060140,0.000000,0
-4.226589,-40.826447,20.379025,7.214802,26.580152,0.000000,1
-23.856209,-5.679012,0.000000,0.000000,0.000000,0.000000,1
-23.856209,-5.692455,0.000000,-1.256398,0.000000,0.000000,4
-23.856209,-12.095240,0.000000,-34.553109,0.000000,0.000000,4
-23.856209,-27.309722,0.000000,-58.262403,0.000000,0.000000,4
-23.855864,-28.577972,0.024366,-59.602983,-0.925963,0.000000,3
-23.800628,-32.521159,1.176020,-60.884072,-21.338626,0.000000,0
-23.767517,-33.775379,1.152618,-57.149070,-31.446014,0.000000,1
-23.673250,-37.030869,1.085167,-46.474144,-52.307102,0.000000,0
-23.598689,-39.244516,1.031983,-38.038919,-76.255731,0.000000,1
-23.512576,-40.714635,3.046224,-33.035771,-91.425854,0.000000,4
-23.044281,-42.103771,11.389476,-31.941883,-100.000000,0.000000,3
-21.476012,-44.081371,23.443135,-30.072649,-100.000000,0.000000,4
-20.729849,-44.715264,27.307078,-29.474203,-100.000000,0.000000,5
-20.346961,-45.014069,27.034007,-27.922875,-100.000000,0.000000,2
-18.129111,-46.467250,25.451981,-18.936632,-91.659186,0.000000,1
-16.040943,-47.363450,23.962535,-10.475902,-80.608920,0.000000,2
-14.074994,-47.735181,22.560251,-2.510366,-55.740527,0.000000,1
-10.764724,-47.155182,20.199056,10.902051,-28.364849,0.000000,0
-9.911877,-46.757448,20.433061,11.939746,-32.309561,0.000000,3
-8.980070,-46.449731,22.756875,8.456301,-41.787193,0.000000,4
-8.661050,-46.346722,22.529306,9.628060,-44.613329,0.000000,1
-7.416422,-45.811739,21.641562,14.199602,-52.435822,0.000000,2
-5.355237,-44.420954,20.171350,21.770362,-36.381916,0.000000,1
-4.240958,-43.379233,19.376518,25.863081,-24.745738,0.000000,2
-3.694241,-42.820371,19.425430,25.373543,-16.595269,0.000000,5
-2.596183,-41.866558,19.146928,21.959337,4.315810,0.000000,1
-9.967320,-3.086420,0.000000,0.000000,0.000000,0.000000,1
-9.967320,-3.099859,0.000000,-1.256209,0.000000,0.000000,4
-9.967320,-9.138067,0.000000,-33.627123,0.000000,0.000000,4
-9.967320,-18.796657,0.000000,-48.621821,0.000000,0.000000,1
-9.967320,-23.956040,0.000000,-29.792590,0.000000,0.000000,4
-9.967320,-30.356374,0.000000,-41.516648,0.000000,0.000000,1
-9.967320,-34.100747,0.000000,-24.021666,-0.925796,0.000000,0
-9.964203,-34.803175,0.220168,-22.079361,-8.378725,0.000000,3
-9.921843,-35.576158,1.488245,-25.042169,-20.416119,0.000000,4
-8.962375,-39.084530,9.869168,-31.419741,-44.523821,0.000000,1
-8.417159,-40.262896,9.480283,-25.230786,-49.242071,0.000000,0
-7.390342,-41.854816,8.747881,-13.575142,-83.798136,0.000000,1
-7.146294,-42.100767,8.573798,-10.804839,-91.578455,0.000000,2
-5.248284,-41.972961,7.943274,8.216078,-27.589124,0.000000,5
-4.883855,-41.792304,8.704979,4.321740,-5.805118,0.000000,4
-4.641214,-41.714503,8.523097,4.248468,5.856275,0.000000,1
-4.286351,-41.500749,8.269953,7.853575,18.400339,0.000000,0
-3.836737,-41.066156,7.431419,10.034831,19.618018,0.000000,3
-3.320121,-40.716395,5.624541,2.192671,-0.815442,0.000000,4
-3.241282,-40.679736,5.568295,3.426916,-4.436064,0.000000,1
-2.784433,-40.189644,5.242440,10.579052,-18.781496,0.000000,2
-2.631588,-39.952893,5.603912,10.399289,-17.803968,0.000000,5
-2.366443,-39.703999,6.493645,6.435380,-11.217516,0.000000,4
-2.178500,-39.581401,6.602860,6.331974,-7.325676,0.000000,1
6.862745,-2.839506,0.000000,0.000000,0.000000,0.000000,1
6.862745,-2.852949,0.000000,-1.256398,0.000000,0.000000,4
6.862745,-8.886310,0.000000,-33.633865,0.000000,0.000000,4
6.862745,-23.846957,0.000000,-57.583418,0.000000,0.000000,4
6.862745,-28.332804,0.000000,-59.694153,0.000000,0.000000,1
6.862745,-34.901628,0.000000,-36.994549,0.925796,0.000000,2
6.862745,-37.194850,0.000000,-25.945938,25.685624,0.000000,1
6.846916,-38.549630,-1.117741,-19.325578,44.018267,0.000000,4
6.814429,-38.764558,-2.294377,-20.090059,47.022936,0.000000,5
6.496207,-39.693132,-7.765185,-22.525861,62.851021,0.000000,3
5.866911,-40.685617,-12.137880,-22.406172,66.550678,0.000000,2
5.696759,-40.909493,-12.016501,-20.925826,67.302444,0.000000,1
5.029085,-41.653316,-11.543003,-15.120935,70.610905,0.000000,2
4.552215,-42.046416,-11.200164,-10.968912,77.358066,0.000000,0
4.369192,-42.167621,-12.919730,-11.324014,77.953335,0.000000,3
2.483516,-43.122865,-21.974815,-12.636720,59.410025,0.000000,0
0.390588,-43.663239,-20.481964,-3.242854,17.652205,0.000000,1
29.084967,-3.456790,0.000000,0.000000,0.000000,0.000000,1
29.084967,-3.470231,0.000000,-1.256322,0.000000,0.000000,4
29.084967,-9.503560,0.000000,-33.633746,0.000000,0.000000,4
29.084622,-15.042715,-0.024355,-44.902335,0.925685,0.000000,5
29.063199,-17.049595,-0.739158,-48.052527,11.245950,0.000000,4
28.256172,-24.399625,-8.241765,-56.559924,29.559027,0.000000,3
27.558916,-27.494398,-10.356676,-57.098849,16.661064,0.000000,0
27.127604,-29.210908,-10.049072,-51.670724,2.858478,0.000000,1
26.709232,-30.756165,-9.750605,-46.404979,-7.024141,0.000000,2
24.678650,-36.317829,-8.302228,-20.849119,55.406484,0.000000,1
24.082157,-37.219630,-9.731598,-15.385673,78.220222,0.000000,4
23.272692,-37.897762,-17.069404,-16.020201,88.605756,0.000000,3
20.005655,-39.527170,-31.628205,-18.320093,65.361321,0.000000,4
18.850722,-39.999098,-32.494761,-16.815401,56.529630,0.000000,1
18.622812,-40.084842,-32.169813,-16.018690,55.238304,0.000000,2
16.391857,-40.739634,-32.025899,-11.141351,57.897365,0.000000,5
14.402482,-41.278994,-37.100698,-13.347933,71.441779,0.000000,3
11.489138,-42.060340,-43.768731,-15.459689,71.516734,0.000000,5
10.219513,-42.384943,-44.604679,-14.462189,73.731863,0.000000,2
8.362133,-42.759826,-43.279875,-10.300873,80.822733,0.000000,0
53.758170,-3.086420,0.000000,0.000000,0.000000,0.000000,1
53.758170,-3.099875,0.000000,-1.256963,0.000000,0.000000,4
53.758170,-9.133485,0.000000,-33.634604,0.000000,0.000000,4
53.758170,-24.716802,0.000000,-58.263020,0.000000,0.000000,4
53.757825,-29.278354,-0.024364,-62.840118,0.925907,0.000000,5
53.755153,-30.616418,-0.093849,-61.576275,5.195183,0.000000,2
53.715658,-37.035355,-1.816748,-42.124353,72.713743,0.000000,5
52.970630,-39.690651,-13.932998,-40.402419,100.000000,0.000000,3
48.249271,-44.757614,-34.244077,-34.910477,79.613514,0.000000,2
46.600626,-45.924584,-32.894724,-29.201389,78.576597,0.000000,1
43.901888,-47.457050,-30.969729,-20.140102,80.617476,0.000000,2
42.161690,-48.179883,-31.817729,-15.823604,92.297254,0.000000,5
38.918331,-49.165425,-42.648909,-14.967995,100.000000,0.000000,3
36.288214,-49.776684,-47.366344,-13.121648,99.801493,0.000000,0
33.033664,-50.258908,-45.044922,-6.320886,87.825568,0.000000,1
27.572238,-50.248873,-41.149313,5.091383,70.454011,0.000000,0
23.115322,-49.359378,-37.970310,14.404627,34.095469,0.000000,1
18.023998,-47.209635,-34.427965,22.529483,3.355935,0.000000,4
15.659618,-46.238972,-32.587965,15.271743,-4.308473,0.000000,3
13.889502,-45.705608,-30.482320,12.287749,-18.924023,0.000000,0
13.464425,-45.562841,-30.177497,13.414597,-22.957012,0.000000,1
10.211269,-44.016432,-26.756678,19.820094,-42.814551,0.000000,5
6.591195,-42.480570,-16.738644,3.240260,8.052278,0.000000,3
5.120328,-42.525248,-17.496601,-1.663858,11.976808,0.000000,0
4.875005,-42.529429,-17.321635,-0.390671,10.389643,0.000000,1
79.575163,-2.345679,0.000000,0.000000,0.000000,0.000000,1
79.575163,-2.359122,0.000000,-1.256398,0.000000,0.000000,4
79.575163,-8.392450,0.000000,-33.633725,0.000000,0.000000,4
79.575142,-21.537491,-0.002976,-55.488038,0.227921,0.000000,5
79.547093,-24.616363,-0.911682,-58.880931,13.166646,0.000000,4
79.173251,-29.883897,-5.571609,-63.431617,30.174914,0.000000,5
77.816810,-36.127976,-14.544792,-63.647075,75.009272,0.000000,2
76.817417,-39.233248,-13.831953,-54.369954,100.000000,0.000000,1
75.836121,-41.870459,-15.330977,-46.804049,100.000000,0.000000,4
75.316402,-42.856821,-19.355450,-45.872648,100.000000,0.000000,3
72.666618,-46.155169,-30.425485,-41.859546,88.199049,0.000000,0
72.240043,-46.585148,-30.121230,-40.184478,85.765615,0.000000,2
64.899335,-51.577182,-24.885215,-11.358750,100.000000,0.000000,0
63.832286,-51.867863,-26.321852,-8.545782,100.000000,0.000000,3
62.583529,-52.123448,-29.822710,-7.043429,98.407969,0.000000,0
60.936054,-52.284341,-28.647576,-1.815184,87.112983,0.000000,1
56.349601,-51.512038,-27.038603,10.767020,68.194132,0.000000,5
55.080947,-51.211797,-31.283816,8.681714,72.605500,0.000000,4
54.617859,-51.125797,-32.712328,8.040446,73.142872,0.000000,3
50.285851,-50.692216,-40.800390,4.019813,49.286029,0.000000,0
49.713886,-50.636198,-40.392386,5.235937,44.748669,0.000000,1
45.338964,-49.734879,-37.271860,14.537966,22.413834,0.000000,2
41.286963,-48.096700,-35.460161,20.846458,41.907175,0.000000,3
38.055810,-47.025987,-39.716793,13.709220,39.813067,0.000000,5
33.840634,-46.331195,-45.026011,6.271046,55.984232,0.000000,4
29.694361,-46.102088,-51.659862,1.854888,69.702562,0.000000,3
24.173646,-46.146513,-57.236798,-1.090873,52.679771,0.000000,0
21.790327,-46.100711,-55.536808,2.673192,37.702114,0.000000,1
15.052599,-45.293450,-51.031153,10.812610,11.325860,0.000000,4
13.619009,-45.105369,-50.456890,8.117045,7.230490,0.000000,3
8.237190,-44.907015,-44.045143,-1.906902,-30.898760,0.000000,4
7.619700,-44.913771,-43.604692,-0.631435,-35.751898,0.000000,1
2.354445,-44.403825,-38.304772,8.296904,-62.508783,0.000000,4
0.892970,-44.187158,-32.447883,6.000552,-66.168793,0.000000,5
-1.033432,-43.968495,-24.871913,4.105814,-55.637313,0.000000,2
-1.727316,-43.841756,-24.376962,6.524303,-47.843600,0.000000,1
-80.882353,-46.296296,0.000000,0.000000,0.000000,0.000000,1
-80.882353,-46.309737,0.000000,-1.256322,0.000000,0.000000,4
-80.882008,-46.336487,0.024364,-2.500039,-0.925907,0.000000,3
-80.694160,-47.114631,3.184151,-10.271640,-38.316101,0.000000,0
-80.561569,-47.357671,3.089578,-6.234787,-57.294231,0.000000,1
-80.198621,-47.411325,4.851236,2.433060,-87.945193,0.000000,4
-79.191300,-47.293014,16.871706,1.601576,-97.874631,0.000000,5
-73.926091,-47.361145,35.035752,-2.401930,-42.622327,0.000000,2
-72.948651,-47.371582,34.338541,0.146060,-29.246543,0.000000,1
-69.678110,-46.992082,32.005764,8.671723,-0.422163,0.000000,0
